"chemin_original","type","classement_audit","statut_git_initial","action_realisee","motif","protection","sha256_original","chemin_archive","sha256_archive","references_entrantes_avant","liens_sortants_avant","informations_a_preserver","revision_source"
"docs/geospatial/existing-cities-validation.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","175a3bc51021de0b8ed88fa64195dbcc1b11adcc2f8b81ff68160dde569b5f1a","","","","[{""url"":""visual-regression/existing-cities-pr7-legacy.jpg"",""target"":""docs/geospatial/visual-regression/existing-cities-pr7-legacy.jpg"",""exists"":true},{""url"":""visual-regression/existing-cities-pr7-national.jpg"",""target"":""docs/geospatial/visual-regression/existing-cities-pr7-national.jpg"",""exists"":true},{""url"":""visual-regression/existing-cities-pr7-diff-x6.jpg"",""target"":""docs/geospatial/visual-regression/existing-cities-pr7-diff-x6.jpg"",""exists"":true},{""url"":""visual-regression/trappes-pr7-legacy.jpg"",""target"":""docs/geospatial/visual-regression/trappes-pr7-legacy.jpg"",""exists"":true},{""url"":""visual-regression/trappes-pr7-national.jpg"",""target"":""docs/geospatial/visual-regression/trappes-pr7-national.jpg"",""exists"":true},{""url"":""visual-regression/trappes-pr7-diff-x6.jpg"",""target"":""docs/geospatial/visual-regression/trappes-pr7-diff-x6.jpg"",""exists"":true}]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-semantic-recovery.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","e2087879826296b98f4a779eb161a9570c9e649dda07292f1d2d12a765781f35","","","geo/catalog/france-city-curation.json | geo/work/france-wave-6-curation-b.json | geo/work/france-wave-7-curation-a.json","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-single-plate-national.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","768c9da2f084ccbcf53fa03afe51a171574829546a578d129edfd8e927c054b1","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-1.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","a7201d1157de03ac9ad428ed362ce3519b0b7f1952fa40d56d599f7555a8cb8c","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-2.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","165dfa6b423f492c8b539ae86d14f924f3832ffbd0aac0e6c308c589532c8b46","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-3.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","8d6f0b76d430f93bcdddcb3f5949e7cdac3e77353b718396d36c0af6797bbf3c","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-4.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","fb28322354391a4d7ba8b4fb023ca2f81ea47a193ef87aaa1805624a6b2b222c","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-5.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","474caaff3b331add52374afcca6bf582aeac7e4293bdda1337ea434f0973ca88","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-6.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","5a7339518ce08385cb330d2f7429f2b0a0c67d9a15711100124cf4c717c1ba3a","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-7.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","c0bbd90a13dfead5566e3514c65e887dde02492ea34af6b2522e439adc5b82ab","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-8.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","a9746f33e15bc029a43cf32c9d907e17b08dfd63458c515b17b88ac47f65977b","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/france-wave-9.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","e90989075ee624666d1b0a2cf1260baa41b746fe8acc5abde3d1e8b97fc787c6","","","","[{""url"":""../../geo/work/france-wave-9-completeness-audit.json"",""target"":""geo/work/france-wave-9-completeness-audit.json"",""exists"":true}]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/generic-zones-tileset.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","437ac6540e78aa7a08ab9cb60ffdeeca057d4cefa1c85a634ea3f709fc4858b0","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/geography-api-and-search.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","8eff024a1d05a17b1d45c8f7e58ccde300b93028994cd10a341aad704ab005ad","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/hidden-globe-rewards.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","c1c6092c146f7d2ceeda0420b3d4e98d41bc61e338e084538446ae31ea92b3cc","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/human-zone-label-audit.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","51f7b82221b6359bcc9bb25582f0d28f2294bf1f2dcc553070cc3c7a1ecd78e9","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/README.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","1685e3abb849e1a8687b4de8a155c351969ba096d3fb7d8bfbe3fbfc8b9ab557","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/aix_en_provence.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","d9f386ea7b0194d72f244d6a2a59c6307b7ad052da662c988b2d1bfee137e5ff","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/ajaccio.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","a33f50e6f3475d7bfc896db466153484b084217bb9ce73cb4dc80aaf796af6c8","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/albi.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","100e0694b1e5ec232331b92e10952cc102ca04402f1451f3c16cdb980af9d580","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/ales.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","f7b77584375933d7582d3771a6c3db4472da0c39ce31ced567d2807f801a7ca9","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/all.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","9ccfa2612b02976dbb941f3545792bdcfa068affdde15256b149c9027cd6cd80","","","geo/work/france-wave-7-fly-audit-a.json | geo/work/france-wave-7-fly-audit-c.json","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/amiens.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","fd301c5db7a9e0a4c0a09fb8db491bf4c9b362c9703adcf6b7342539497c8b29","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/angers.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","31da11ab87b46bc81e7c3750efc5078d65b6c3e8d793ae1242327c9134a8efa2","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/angouleme.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","69a64b8b5c471bc1458cf445fd2a94d9bccec079099ca6eb4d79f95a5c89381b","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/annecy.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","8469d0743842306eaa57706fa65bc09a58e38799d137d95fd5e12a6eff44e517","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/annemasse.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","de9f7dfbbd6ece8e22b33790baf27956c99d3987f1babb940758a9f577d31fda","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/antibes.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","3f16353ef6cf7c3a9bb2547ccece52b021baa7da23ea3330605b8db2a3169578","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/arles.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","f7d1f7bf4a290fdc4fc0ecdd8653f7c8babd9f58bfffe651b6a5b33d3f8beb46","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/arras.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","10fcc88de3ca396562012ac6474c6db1291d5e296122bcac69061fd58b98adbc","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/aubagne.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","b58cdfa2fd60ad2be79b9406d71abf01e29ff29b631b68b3c5838a8c2adfa252","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/avignon.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","e433ccb8b87a81318cbac9f9ebafc18c35ab6a8f7570cebac5fb3e523dc24c34","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/bastia.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","610f87a8aa78af093977a02329a6d553718239c5f72f9a56f8f9154118c607e5","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/bayonne.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","6c9f898b0e26789e66cca78118c92154e927caba679faf33c2e5f9f6755f88dd","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/beauvais.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","3ea25039bece1ce14bd954290c7e2cff1ff44c076f965e8f39da3e204fd9f918","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/geospatial/migrations/belfort.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","01cb16ae9c2e3b4d31c2448e8d46493a2fd1c7c24c34f10b01fe838ef550225f","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
